Date,site,pH
5/17/2024 10:50,70.2 Trestle,8.15
5/17/2024 11:00,70.2 Trestle,8.29
5/17/2024 11:10,70.2 Trestle,8.38
5/17/2024 11:20,70.2 Trestle,8.47
5/17/2024 11:30,Saysells,7.25
5/17/2024 11:30,70.2 Trestle,8.55
5/17/2024 11:40,Saysells,7.28
5/17/2024 11:40,70.2 Trestle,8.61
5/17/2024 11:50,Saysells,7.3
5/17/2024 11:50,70.2 Trestle,8.69
5/17/2024 12:00,Saysells,7.31
5/17/2024 12:00,70.2 Trestle,8.73
5/17/2024 12:10,Saysells,7.31
5/17/2024 12:10,70.2 Trestle,8.75
5/17/2024 12:20,Saysells,7.31
5/17/2024 12:20,70.2 Trestle,8.77
5/17/2024 12:30,Saysells,7.33
5/17/2024 12:30,70.2 Trestle,8.84
5/17/2024 12:40,Saysells,7.34
5/17/2024 12:40,70.2 Trestle,8.9
5/17/2024 12:50,Saysells,7.33
5/17/2024 12:50,70.2 Trestle,8.93
5/17/2024 13:00,Saysells,7.35
5/17/2024 13:00,70.2 Trestle,8.95
5/17/2024 13:10,Saysells,7.34
5/17/2024 13:10,70.2 Trestle,8.95
5/17/2024 13:20,Saysells,7.36
5/17/2024 13:20,70.2 Trestle,8.94
5/17/2024 13:20,HSB,8.23
5/17/2024 13:30,Saysells,7.36
5/17/2024 13:30,70.2 Trestle,8.94
5/17/2024 13:30,HSB,8.36
5/17/2024 13:40,Saysells,7.34
5/17/2024 13:40,70.2 Trestle,8.94
5/17/2024 13:40,HSB,8.45
5/17/2024 13:50,Saysells,7.36
5/17/2024 13:50,70.2 Trestle,9.01
5/17/2024 13:50,HSB,8.52
5/17/2024 14:00,Saysells,7.38
5/17/2024 14:00,70.2 Trestle,9.04
5/17/2024 14:00,HSB,8.59
5/17/2024 14:10,Saysells,7.38
5/17/2024 14:10,70.2 Trestle,9.09
5/17/2024 14:10,HSB,8.63
5/17/2024 14:20,Saysells,7.38
5/17/2024 14:20,70.2 Trestle,9.12
5/17/2024 14:20,HSB,8.69
5/17/2024 14:30,Saysells,7.38
5/17/2024 14:30,70.2 Trestle,9.12
5/17/2024 14:30,HSB,8.7
5/17/2024 14:40,Saysells,7.37
5/17/2024 14:40,70.2 Trestle,9.13
5/17/2024 14:40,HSB,8.74
5/17/2024 14:50,Saysells,7.38
5/17/2024 14:50,70.2 Trestle,9.16
5/17/2024 14:50,HSB,8.76
5/17/2024 15:00,Saysells,7.37
5/17/2024 15:00,70.2 Trestle,9.18
5/17/2024 15:00,HSB,8.77
5/17/2024 15:10,Saysells,7.4
5/17/2024 15:10,70.2 Trestle,9.16
5/17/2024 15:10,HSB,8.79
5/17/2024 15:20,Saysells,7.4
5/17/2024 15:20,70.2 Trestle,9.17
5/17/2024 15:20,HSB,8.8
5/17/2024 15:30,Saysells,7.39
5/17/2024 15:30,70.2 Trestle,9.16
5/17/2024 15:30,HSB,8.84
5/17/2024 15:40,Saysells,7.39
5/17/2024 15:40,70.2 Trestle,9.18
5/17/2024 15:40,HSB,8.86
5/17/2024 15:50,Saysells,7.42
5/17/2024 15:50,70.2 Trestle,9.18
5/17/2024 15:50,HSB,8.9
5/17/2024 16:00,Saysells,7.41
5/17/2024 16:00,70.2 Trestle,9.17
5/17/2024 16:00,HSB,8.93
5/17/2024 16:10,Saysells,7.42
5/17/2024 16:10,70.2 Trestle,9.18
5/17/2024 16:10,HSB,8.96
5/17/2024 16:20,Saysells,7.4
5/17/2024 16:20,70.2 Trestle,9.16
5/17/2024 16:20,HSB,8.99
5/17/2024 16:30,Saysells,7.4
5/17/2024 16:30,70.2 Trestle,9.16
5/17/2024 16:30,HSB,9.01
5/17/2024 16:40,Saysells,7.41
5/17/2024 16:40,70.2 Trestle,9.14
5/17/2024 16:40,HSB,9.03
5/17/2024 16:50,Saysells,7.43
5/17/2024 16:50,70.2 Trestle,9.13
5/17/2024 16:50,HSB,9.06
5/17/2024 17:00,Saysells,7.42
5/17/2024 17:00,70.2 Trestle,9.11
5/17/2024 17:00,HSB,9.07
5/17/2024 17:10,Saysells,7.42
5/17/2024 17:10,70.2 Trestle,9.09
5/17/2024 17:10,HSB,9.11
5/17/2024 17:20,Saysells,7.4
5/17/2024 17:20,70.2 Trestle,9.07
5/17/2024 17:20,HSB,9.11
5/17/2024 17:30,Saysells,7.4
5/17/2024 17:30,70.2 Trestle,9.05
5/17/2024 17:30,HSB,9.13
5/17/2024 17:40,Saysells,7.42
5/17/2024 17:40,70.2 Trestle,9.02
5/17/2024 17:40,HSB,9.16
5/17/2024 17:50,Saysells,7.41
5/17/2024 17:50,70.2 Trestle,9
5/17/2024 17:50,HSB,9.17
5/17/2024 18:00,Saysells,7.41
5/17/2024 18:00,70.2 Trestle,8.96
5/17/2024 18:00,HSB,9.19
5/17/2024 18:10,Saysells,7.4
5/17/2024 18:10,70.2 Trestle,8.93
5/17/2024 18:10,HSB,9.19
5/17/2024 18:20,Saysells,7.41
5/17/2024 18:20,70.2 Trestle,8.91
5/17/2024 18:20,HSB,9.2
5/17/2024 18:30,Saysells,7.4
5/17/2024 18:30,70.2 Trestle,8.84
5/17/2024 18:30,HSB,9.21
5/17/2024 18:40,Saysells,7.39
5/17/2024 18:40,70.2 Trestle,8.75
5/17/2024 18:40,HSB,9.2
5/17/2024 18:50,Saysells,7.4
5/17/2024 18:50,70.2 Trestle,8.66
5/17/2024 18:50,HSB,9.19
5/17/2024 19:00,Saysells,7.39
5/17/2024 19:00,70.2 Trestle,8.55
5/17/2024 19:00,HSB,9.18
5/17/2024 19:10,Saysells,7.38
5/17/2024 19:10,70.2 Trestle,8.42
5/17/2024 19:10,HSB,9.16
5/17/2024 19:20,Saysells,7.37
5/17/2024 19:20,70.2 Trestle,8.3
5/17/2024 19:20,HSB,9.15
5/17/2024 19:30,Saysells,7.38
5/17/2024 19:30,70.2 Trestle,8.19
5/17/2024 19:30,HSB,9.11
5/17/2024 19:40,Saysells,7.36
5/17/2024 19:40,70.2 Trestle,8.08
5/17/2024 19:40,HSB,9.09
5/17/2024 19:50,Saysells,7.35
5/17/2024 19:50,70.2 Trestle,8
5/17/2024 19:50,HSB,9.05
5/17/2024 20:00,Saysells,7.34
5/17/2024 20:00,70.2 Trestle,7.92
5/17/2024 20:00,HSB,9
5/17/2024 20:10,Saysells,7.35
5/17/2024 20:10,70.2 Trestle,7.85
5/17/2024 20:10,HSB,8.96
5/17/2024 20:20,Saysells,7.35
5/17/2024 20:20,70.2 Trestle,7.78
5/17/2024 20:20,HSB,8.91
5/17/2024 20:30,Saysells,7.32
5/17/2024 20:30,70.2 Trestle,7.72
5/17/2024 20:30,HSB,8.85
5/17/2024 20:40,Saysells,7.32
5/17/2024 20:40,70.2 Trestle,7.66
5/17/2024 20:40,HSB,8.76
5/17/2024 20:50,Saysells,7.32
5/17/2024 20:50,70.2 Trestle,7.61
5/17/2024 20:50,HSB,8.69
5/17/2024 21:00,Saysells,7.3
5/17/2024 21:00,70.2 Trestle,7.54
5/17/2024 21:00,HSB,8.58
5/17/2024 21:10,Saysells,7.29
5/17/2024 21:10,70.2 Trestle,7.51
5/17/2024 21:10,HSB,8.46
5/17/2024 21:20,Saysells,7.28
5/17/2024 21:20,70.2 Trestle,7.48
5/17/2024 21:20,HSB,8.35
5/17/2024 21:30,Saysells,7.28
5/17/2024 21:30,70.2 Trestle,7.46
5/17/2024 21:30,HSB,8.22
5/17/2024 21:40,Saysells,7.27
5/17/2024 21:40,70.2 Trestle,7.41
5/17/2024 21:40,HSB,8.11
5/17/2024 21:50,Saysells,7.27
5/17/2024 21:50,70.2 Trestle,7.39
5/17/2024 21:50,HSB,8.02
5/17/2024 22:00,Saysells,7.27
5/17/2024 22:00,70.2 Trestle,7.39
5/17/2024 22:00,HSB,7.94
5/17/2024 22:10,Saysells,7.27
5/17/2024 22:10,70.2 Trestle,7.36
5/17/2024 22:10,HSB,7.87
5/17/2024 22:20,Saysells,7.26
5/17/2024 22:20,70.2 Trestle,7.34
5/17/2024 22:20,HSB,7.81
5/17/2024 22:30,Saysells,7.26
5/17/2024 22:30,70.2 Trestle,7.33
5/17/2024 22:30,HSB,7.77
5/17/2024 22:40,Saysells,7.26
5/17/2024 22:40,70.2 Trestle,7.32
5/17/2024 22:40,HSB,7.74
5/17/2024 22:50,Saysells,7.24
5/17/2024 22:50,70.2 Trestle,7.3
5/17/2024 22:50,HSB,7.71
5/17/2024 23:00,Saysells,7.26
5/17/2024 23:00,70.2 Trestle,7.3
5/17/2024 23:00,HSB,7.67
5/17/2024 23:10,Saysells,7.25
5/17/2024 23:10,70.2 Trestle,7.29
5/17/2024 23:10,HSB,7.66
5/17/2024 23:20,Saysells,7.25
5/17/2024 23:20,70.2 Trestle,7.29
5/17/2024 23:20,HSB,7.62
5/17/2024 23:30,Saysells,7.26
5/17/2024 23:30,70.2 Trestle,7.3
5/17/2024 23:30,HSB,7.6
5/17/2024 23:40,Saysells,7.24
5/17/2024 23:40,70.2 Trestle,7.26
5/17/2024 23:40,HSB,7.61
5/17/2024 23:50,Saysells,7.24
5/17/2024 23:50,70.2 Trestle,7.27
5/17/2024 23:50,HSB,7.6
5/18/2024,Saysells,7.23
5/18/2024,70.2 Trestle,7.28
5/18/2024,HSB,7.57
5/18/2024 0:10,Saysells,7.24
5/18/2024 0:10,70.2 Trestle,7.27
5/18/2024 0:10,HSB,7.57
5/18/2024 0:20,Saysells,7.23
5/18/2024 0:20,70.2 Trestle,7.27
5/18/2024 0:20,HSB,7.57
5/18/2024 0:30,Saysells,7.23
5/18/2024 0:30,70.2 Trestle,7.28
5/18/2024 0:30,HSB,7.55
5/18/2024 0:40,Saysells,7.22
5/18/2024 0:40,70.2 Trestle,7.28
5/18/2024 0:40,HSB,7.55
5/18/2024 0:50,Saysells,7.22
5/18/2024 0:50,70.2 Trestle,7.26
5/18/2024 0:50,HSB,7.54
5/18/2024 1:00,Saysells,7.23
5/18/2024 1:00,70.2 Trestle,7.26
5/18/2024 1:00,HSB,7.55
5/18/2024 1:10,Saysells,7.2
5/18/2024 1:10,70.2 Trestle,7.27
5/18/2024 1:10,HSB,7.55
5/18/2024 1:20,Saysells,7.22
5/18/2024 1:20,70.2 Trestle,7.25
5/18/2024 1:20,HSB,7.54
5/18/2024 1:30,Saysells,7.21
5/18/2024 1:30,70.2 Trestle,7.26
5/18/2024 1:30,HSB,7.52
5/18/2024 1:40,Saysells,7.21
5/18/2024 1:40,70.2 Trestle,7.21
5/18/2024 1:40,HSB,7.51
5/18/2024 1:50,Saysells,7.21
5/18/2024 1:50,70.2 Trestle,7.2
5/18/2024 1:50,HSB,7.52
5/18/2024 2:00,Saysells,7.19
5/18/2024 2:00,70.2 Trestle,7.2
5/18/2024 2:00,HSB,7.51
5/18/2024 2:10,Saysells,7.2
5/18/2024 2:10,70.2 Trestle,7.18
5/18/2024 2:10,HSB,7.5
5/18/2024 2:20,Saysells,7.19
5/18/2024 2:20,70.2 Trestle,7.21
5/18/2024 2:20,HSB,7.52
5/18/2024 2:30,Saysells,7.2
5/18/2024 2:30,70.2 Trestle,7.21
5/18/2024 2:30,HSB,7.51
5/18/2024 2:40,Saysells,7.2
5/18/2024 2:40,70.2 Trestle,7.21
5/18/2024 2:40,HSB,7.51
5/18/2024 2:50,Saysells,7.21
5/18/2024 2:50,70.2 Trestle,7.19
5/18/2024 2:50,HSB,7.51
5/18/2024 3:00,Saysells,7.18
5/18/2024 3:00,70.2 Trestle,7.19
5/18/2024 3:00,HSB,7.5
5/18/2024 3:10,Saysells,7.18
5/18/2024 3:10,70.2 Trestle,7.21
5/18/2024 3:10,HSB,7.5
5/18/2024 3:20,Saysells,7.18
5/18/2024 3:20,70.2 Trestle,7.18
5/18/2024 3:20,HSB,7.51
5/18/2024 3:30,Saysells,7.19
5/18/2024 3:30,70.2 Trestle,7.21
5/18/2024 3:30,HSB,7.5
5/18/2024 3:40,Saysells,7.19
5/18/2024 3:40,70.2 Trestle,7.19
5/18/2024 3:40,HSB,7.5
5/18/2024 3:50,Saysells,7.15
5/18/2024 3:50,70.2 Trestle,7.18
5/18/2024 3:50,HSB,7.49
5/18/2024 4:00,Saysells,7.17
5/18/2024 4:00,70.2 Trestle,7.21
5/18/2024 4:00,HSB,7.49
5/18/2024 4:10,Saysells,7.17
5/18/2024 4:10,70.2 Trestle,7.2
5/18/2024 4:10,HSB,7.49
5/18/2024 4:20,Saysells,7.17
5/18/2024 4:20,70.2 Trestle,7.18
5/18/2024 4:20,HSB,7.49
5/18/2024 4:30,Saysells,7.18
5/18/2024 4:30,70.2 Trestle,7.19
5/18/2024 4:30,HSB,7.5
5/18/2024 4:40,Saysells,7.17
5/18/2024 4:40,70.2 Trestle,7.2
5/18/2024 4:40,HSB,7.5
5/18/2024 4:50,Saysells,7.16
5/18/2024 4:50,70.2 Trestle,7.18
5/18/2024 4:50,HSB,7.52
5/18/2024 5:00,Saysells,7.16
5/18/2024 5:00,70.2 Trestle,7.2
5/18/2024 5:00,HSB,7.49
5/18/2024 5:10,Saysells,7.16
5/18/2024 5:10,70.2 Trestle,7.18
5/18/2024 5:10,HSB,7.48
5/18/2024 5:20,Saysells,7.16
5/18/2024 5:20,70.2 Trestle,7.19
5/18/2024 5:20,HSB,7.49
5/18/2024 5:30,Saysells,7.15
5/18/2024 5:30,70.2 Trestle,7.2
5/18/2024 5:30,HSB,7.49
5/18/2024 5:40,Saysells,7.16
5/18/2024 5:40,70.2 Trestle,7.2
5/18/2024 5:40,HSB,7.49
5/18/2024 5:50,Saysells,7.16
5/18/2024 5:50,70.2 Trestle,7.2
5/18/2024 5:50,HSB,7.47
5/18/2024 6:00,Saysells,7.15
5/18/2024 6:00,70.2 Trestle,7.21
5/18/2024 6:00,HSB,7.49
5/18/2024 6:10,Saysells,7.14
5/18/2024 6:10,70.2 Trestle,7.2
5/18/2024 6:10,HSB,7.48
5/18/2024 6:20,Saysells,7.15
5/18/2024 6:20,70.2 Trestle,7.21
5/18/2024 6:20,HSB,7.48
5/18/2024 6:30,Saysells,7.16
5/18/2024 6:30,70.2 Trestle,7.24
5/18/2024 6:30,HSB,7.49
5/18/2024 6:40,Saysells,7.16
5/18/2024 6:40,70.2 Trestle,7.24
5/18/2024 6:40,HSB,7.5
5/18/2024 6:50,Saysells,7.15
5/18/2024 6:50,70.2 Trestle,7.25
5/18/2024 6:50,HSB,7.51
5/18/2024 7:00,Saysells,7.18
5/18/2024 7:00,70.2 Trestle,7.27
5/18/2024 7:00,HSB,7.52
5/18/2024 7:10,Saysells,7.17
5/18/2024 7:10,70.2 Trestle,7.31
5/18/2024 7:10,HSB,7.51
5/18/2024 7:20,Saysells,7.16
5/18/2024 7:20,70.2 Trestle,7.33
5/18/2024 7:20,HSB,7.51
5/18/2024 7:30,Saysells,7.18
5/18/2024 7:30,70.2 Trestle,7.36
5/18/2024 7:30,HSB,7.56
5/18/2024 7:40,Saysells,7.18
5/18/2024 7:40,70.2 Trestle,7.4
5/18/2024 7:40,HSB,7.55
5/18/2024 7:50,Saysells,7.17
5/18/2024 7:50,70.2 Trestle,7.44
5/18/2024 7:50,HSB,7.59
5/18/2024 8:00,Saysells,7.19
5/18/2024 8:00,70.2 Trestle,7.47
5/18/2024 8:00,HSB,7.58
5/18/2024 8:10,Saysells,7.19
5/18/2024 8:10,70.2 Trestle,7.51
5/18/2024 8:10,HSB,7.6
5/18/2024 8:20,Saysells,7.19
5/18/2024 8:20,70.2 Trestle,7.56
5/18/2024 8:20,HSB,7.62
5/18/2024 8:30,Saysells,7.22
5/18/2024 8:30,70.2 Trestle,7.57
5/18/2024 8:30,HSB,7.65
5/18/2024 8:40,Saysells,7.21
5/18/2024 8:40,70.2 Trestle,7.65
5/18/2024 8:40,HSB,7.66
5/18/2024 8:50,Saysells,7.21
5/18/2024 8:50,70.2 Trestle,7.71
5/18/2024 8:50,HSB,7.67
5/18/2024 9:00,Saysells,7.22
5/18/2024 9:00,70.2 Trestle,7.81
5/18/2024 9:00,HSB,7.71
5/18/2024 9:10,Saysells,7.22
5/18/2024 9:10,70.2 Trestle,7.9
5/18/2024 9:10,HSB,7.72
5/18/2024 9:20,Saysells,7.22
5/18/2024 9:20,70.2 Trestle,7.95
5/18/2024 9:20,HSB,7.72
5/18/2024 9:30,Saysells,7.24
5/18/2024 9:30,70.2 Trestle,8.01
5/18/2024 9:30,HSB,7.78
5/18/2024 9:40,Saysells,7.24
5/18/2024 9:40,70.2 Trestle,8.04
5/18/2024 9:40,HSB,7.79
5/18/2024 9:50,Saysells,7.24
5/18/2024 9:50,70.2 Trestle,8.14
5/18/2024 9:50,HSB,7.84
5/18/2024 10:00,Saysells,7.26
5/18/2024 10:00,70.2 Trestle,8.28
5/18/2024 10:00,HSB,7.89
5/18/2024 10:10,Saysells,7.25
5/18/2024 10:10,70.2 Trestle,8.41
5/18/2024 10:10,HSB,7.94
5/18/2024 10:20,Saysells,7.25
5/18/2024 10:20,70.2 Trestle,8.5
5/18/2024 10:20,HSB,7.98
5/18/2024 10:30,Saysells,7.25
5/18/2024 10:30,70.2 Trestle,8.62
5/18/2024 10:30,HSB,8.02
5/18/2024 10:40,Saysells,7.27
5/18/2024 10:40,70.2 Trestle,8.7
5/18/2024 10:40,HSB,8.08
5/18/2024 10:50,Saysells,7.28
5/18/2024 10:50,70.2 Trestle,8.78
5/18/2024 10:50,HSB,8.13
5/18/2024 11:00,Saysells,7.28
5/18/2024 11:00,70.2 Trestle,8.84
5/18/2024 11:00,HSB,8.17
5/18/2024 11:10,Saysells,7.27
5/18/2024 11:10,70.2 Trestle,8.87
5/18/2024 11:10,HSB,8.21
5/18/2024 11:20,Saysells,7.3
5/18/2024 11:20,70.2 Trestle,8.93
5/18/2024 11:20,HSB,8.27
5/18/2024 11:30,Saysells,7.29
5/18/2024 11:30,70.2 Trestle,8.97
5/18/2024 11:30,HSB,8.33
5/18/2024 11:40,Saysells,7.29
5/18/2024 11:40,70.2 Trestle,8.99
5/18/2024 11:40,HSB,8.36
5/18/2024 11:50,Saysells,7.29
5/18/2024 11:50,70.2 Trestle,9.04
5/18/2024 11:50,HSB,8.41
5/18/2024 12:00,Saysells,7.3
5/18/2024 12:00,70.2 Trestle,9.06
5/18/2024 12:00,HSB,8.46
5/18/2024 12:10,Saysells,7.31
5/18/2024 12:10,70.2 Trestle,9.09
5/18/2024 12:10,HSB,8.51
5/18/2024 12:20,Saysells,7.33
5/18/2024 12:20,70.2 Trestle,9.11
5/18/2024 12:20,HSB,8.53
5/18/2024 12:30,Saysells,7.32
5/18/2024 12:30,70.2 Trestle,9.11
5/18/2024 12:30,HSB,8.58
5/18/2024 12:40,Saysells,7.33
5/18/2024 12:40,70.2 Trestle,9.09
5/18/2024 12:40,HSB,8.61
5/18/2024 12:50,Saysells,7.34
5/18/2024 12:50,70.2 Trestle,9.12
5/18/2024 12:50,HSB,8.66
5/18/2024 13:00,Saysells,7.32
5/18/2024 13:00,70.2 Trestle,9.12
5/18/2024 13:00,HSB,8.71
5/18/2024 13:10,Saysells,7.33
5/18/2024 13:10,70.2 Trestle,9.14
5/18/2024 13:10,HSB,8.76
5/18/2024 13:20,Saysells,7.33
5/18/2024 13:20,70.2 Trestle,9.13
5/18/2024 13:20,HSB,8.79
5/18/2024 13:30,Saysells,7.33
5/18/2024 13:30,70.2 Trestle,9.11
5/18/2024 13:30,HSB,8.83
5/18/2024 13:40,Saysells,7.32
5/18/2024 13:40,70.2 Trestle,9.09
5/18/2024 13:40,HSB,8.87
5/18/2024 13:50,Saysells,7.31
5/18/2024 13:50,70.2 Trestle,9
5/18/2024 13:50,HSB,8.91
5/18/2024 14:00,Saysells,7.3
5/18/2024 14:00,70.2 Trestle,8.89
5/18/2024 14:00,HSB,8.93
5/18/2024 14:10,Saysells,7.28
5/18/2024 14:10,70.2 Trestle,8.79
5/18/2024 14:10,HSB,8.96
5/18/2024 14:20,Saysells,7.31
5/18/2024 14:20,70.2 Trestle,8.73
5/18/2024 14:20,HSB,8.99
5/18/2024 14:30,Saysells,7.32
5/18/2024 14:30,70.2 Trestle,8.72
5/18/2024 14:30,HSB,9.01
5/18/2024 14:40,Saysells,7.31
5/18/2024 14:40,70.2 Trestle,8.66
5/18/2024 14:40,HSB,9.01
5/18/2024 14:50,Saysells,7.31
5/18/2024 14:50,70.2 Trestle,8.57
5/18/2024 14:50,HSB,9.02
5/18/2024 15:00,Saysells,7.31
5/18/2024 15:00,70.2 Trestle,8.51
5/18/2024 15:00,HSB,9.02
5/18/2024 15:10,Saysells,7.32
5/18/2024 15:10,70.2 Trestle,8.56
5/18/2024 15:10,HSB,9
5/18/2024 15:20,Saysells,7.33
5/18/2024 15:20,70.2 Trestle,8.63
5/18/2024 15:20,HSB,8.99
5/18/2024 15:30,Saysells,7.34
5/18/2024 15:30,70.2 Trestle,8.7
5/18/2024 15:30,HSB,9.01
5/18/2024 15:40,Saysells,7.35
5/18/2024 15:40,70.2 Trestle,8.76
5/18/2024 15:40,HSB,9
5/18/2024 15:50,Saysells,7.35
5/18/2024 15:50,70.2 Trestle,8.79
5/18/2024 15:50,HSB,9.02
5/18/2024 16:00,Saysells,7.36
5/18/2024 16:00,70.2 Trestle,8.85
5/18/2024 16:00,HSB,9.01
5/18/2024 16:10,Saysells,7.36
5/18/2024 16:10,70.2 Trestle,8.91
5/18/2024 16:10,HSB,9.02
5/18/2024 16:20,Saysells,7.37
5/18/2024 16:20,70.2 Trestle,8.91
5/18/2024 16:20,HSB,9.02
5/18/2024 16:30,Saysells,7.37
5/18/2024 16:30,70.2 Trestle,8.9
5/18/2024 16:30,HSB,9.02
5/18/2024 16:40,Saysells,7.36
5/18/2024 16:40,70.2 Trestle,8.94
5/18/2024 16:40,HSB,9.02
5/18/2024 16:50,Saysells,7.36
5/18/2024 16:50,70.2 Trestle,8.94
5/18/2024 16:50,HSB,9.02
5/18/2024 17:00,Saysells,7.37
5/18/2024 17:00,70.2 Trestle,8.92
5/18/2024 17:00,HSB,9.01
5/18/2024 17:10,Saysells,7.37
5/18/2024 17:10,70.2 Trestle,8.88
5/18/2024 17:10,HSB,8.99
5/18/2024 17:20,Saysells,7.37
5/18/2024 17:20,70.2 Trestle,8.88
5/18/2024 17:20,HSB,8.97
5/18/2024 17:30,Saysells,7.37
5/18/2024 17:30,70.2 Trestle,8.85
5/18/2024 17:30,HSB,8.96
5/18/2024 17:40,Saysells,7.36
5/18/2024 17:40,70.2 Trestle,8.85
5/18/2024 17:40,HSB,8.95
5/18/2024 17:50,Saysells,7.37
5/18/2024 17:50,70.2 Trestle,8.84
5/18/2024 17:50,HSB,8.92
5/18/2024 18:00,Saysells,7.37
5/18/2024 18:00,70.2 Trestle,8.83
5/18/2024 18:00,HSB,8.91
5/18/2024 18:10,Saysells,7.36
5/18/2024 18:10,70.2 Trestle,8.83
5/18/2024 18:10,HSB,8.88
5/18/2024 18:20,Saysells,7.36
5/18/2024 18:20,70.2 Trestle,8.8
5/18/2024 18:20,HSB,8.89
5/18/2024 18:30,Saysells,7.34
5/18/2024 18:30,70.2 Trestle,8.8
5/18/2024 18:30,HSB,8.86
5/18/2024 18:40,Saysells,7.34
5/18/2024 18:40,70.2 Trestle,8.73
5/18/2024 18:40,HSB,8.85
5/18/2024 18:50,Saysells,7.35
5/18/2024 18:50,70.2 Trestle,8.65
5/18/2024 18:50,HSB,8.85
5/18/2024 19:00,Saysells,7.33
5/18/2024 19:00,70.2 Trestle,8.58
5/18/2024 19:00,HSB,8.85
5/18/2024 19:10,Saysells,7.33
5/18/2024 19:10,70.2 Trestle,8.48
5/18/2024 19:10,HSB,8.83
5/18/2024 19:20,Saysells,7.33
5/18/2024 19:20,70.2 Trestle,8.39
5/18/2024 19:20,HSB,8.84
5/18/2024 19:30,Saysells,7.33
5/18/2024 19:30,70.2 Trestle,8.27
5/18/2024 19:30,HSB,8.81
5/18/2024 19:40,Saysells,7.31
5/18/2024 19:40,70.2 Trestle,8.17
5/18/2024 19:40,HSB,8.78
5/18/2024 19:50,Saysells,7.31
5/18/2024 19:50,70.2 Trestle,8.07
5/18/2024 19:50,HSB,8.74
5/18/2024 20:00,Saysells,7.29
5/18/2024 20:00,70.2 Trestle,7.95
5/18/2024 20:00,HSB,8.69
5/18/2024 20:10,Saysells,7.29
5/18/2024 20:10,70.2 Trestle,7.85
5/18/2024 20:10,HSB,8.62
5/18/2024 20:20,Saysells,7.29
5/18/2024 20:20,70.2 Trestle,7.76
5/18/2024 20:20,HSB,8.56
5/18/2024 20:30,Saysells,7.29
5/18/2024 20:30,70.2 Trestle,7.7
5/18/2024 20:30,HSB,8.48
5/18/2024 20:40,Saysells,7.29
5/18/2024 20:40,70.2 Trestle,7.63
5/18/2024 20:40,HSB,8.41
5/18/2024 20:50,Saysells,7.27
5/18/2024 20:50,70.2 Trestle,7.57
5/18/2024 20:50,HSB,8.31
5/18/2024 21:00,Saysells,7.27
5/18/2024 21:00,70.2 Trestle,7.53
5/18/2024 21:00,HSB,8.22
5/18/2024 21:10,Saysells,7.26
5/18/2024 21:10,70.2 Trestle,7.48
5/18/2024 21:10,HSB,8.15
5/18/2024 21:20,Saysells,7.24
5/18/2024 21:20,70.2 Trestle,7.45
5/18/2024 21:20,HSB,8.06
5/18/2024 21:30,Saysells,7.24
5/18/2024 21:30,70.2 Trestle,7.41
5/18/2024 21:30,HSB,8.01
5/18/2024 21:40,Saysells,7.23
5/18/2024 21:40,70.2 Trestle,7.37
5/18/2024 21:40,HSB,7.96
5/18/2024 21:50,Saysells,7.24
5/18/2024 21:50,70.2 Trestle,7.36
5/18/2024 21:50,HSB,7.9
5/18/2024 22:00,Saysells,7.23
5/18/2024 22:00,70.2 Trestle,7.35
5/18/2024 22:00,HSB,7.84
5/18/2024 22:10,Saysells,7.23
5/18/2024 22:10,70.2 Trestle,7.33
5/18/2024 22:10,HSB,7.79
5/18/2024 22:20,Saysells,7.21
5/18/2024 22:20,70.2 Trestle,7.31
5/18/2024 22:20,HSB,7.77
5/18/2024 22:30,Saysells,7.22
5/18/2024 22:30,70.2 Trestle,7.3
5/18/2024 22:30,HSB,7.75
5/18/2024 22:40,Saysells,7.22
5/18/2024 22:40,70.2 Trestle,7.28
5/18/2024 22:40,HSB,7.72
5/18/2024 22:50,Saysells,7.22
5/18/2024 22:50,70.2 Trestle,7.26
5/18/2024 22:50,HSB,7.68
5/18/2024 23:00,Saysells,7.21
5/18/2024 23:00,70.2 Trestle,7.26
5/18/2024 23:00,HSB,7.65
5/18/2024 23:10,Saysells,7.2
5/18/2024 23:10,70.2 Trestle,7.24
5/18/2024 23:10,HSB,7.63
5/18/2024 23:20,Saysells,7.22
5/18/2024 23:20,70.2 Trestle,7.25
5/18/2024 23:20,HSB,7.61
5/18/2024 23:30,Saysells,7.21
5/18/2024 23:30,70.2 Trestle,7.23
5/18/2024 23:30,HSB,7.58
5/18/2024 23:40,Saysells,7.2
5/18/2024 23:40,70.2 Trestle,7.24
5/18/2024 23:40,HSB,7.58
5/18/2024 23:50,Saysells,7.2
5/18/2024 23:50,70.2 Trestle,7.24
5/18/2024 23:50,HSB,7.55
5/19/2024,Saysells,7.2
5/19/2024,70.2 Trestle,7.25
5/19/2024,HSB,7.54
5/19/2024 0:10,Saysells,7.2
5/19/2024 0:10,70.2 Trestle,7.23
5/19/2024 0:10,HSB,7.55
5/19/2024 0:20,Saysells,7.19
5/19/2024 0:20,70.2 Trestle,7.22
5/19/2024 0:20,HSB,7.54
5/19/2024 0:30,Saysells,7.18
5/19/2024 0:30,70.2 Trestle,7.24
5/19/2024 0:30,HSB,7.52
5/19/2024 0:40,Saysells,7.18
5/19/2024 0:40,70.2 Trestle,7.24
5/19/2024 0:40,HSB,7.51
5/19/2024 0:50,Saysells,7.18
